200,21530, 79426675, 242617
403,36407, 188640015, 431663
603,47627, 292968599, 578779
803,58892, 414649270, 729497
1003,68639, 532587764, 861899
1203,78995, 670068398, 1004401
1403,88695, 809069481, 1138829
1603,97839, 948915643, 1266469
1803,106620, 1091865817, 1390621
2003,114985, 1233847068, 1508651
2203,122851, 1374951015, 1621537
2403,130652, 1519594411, 1733309
2603,138192, 1664894539, 1842067
2803,145440, 1807584465, 1945817
3003,152649, 1955510630, 2050553
3203,159720, 2104585201, 2153449
3403,166600, 2254119499, 2254247
3603,173242, 2402140992, 2351837
3803,180022, 2556447844, 2451487
4003,186599, 2709737524, 2548499
4203,192963, 2860200167, 2641949
4404,199170, 3010527155, 2733707
4604,205432, 3164552719, 2826143
4804,211146, 3308867924, 2911399
5004,217078, 3460948128, 2999911
5204,222993, 3615215923, 3088381
5404,226629, 3711267939, 3142829
5611,228000, 3747897761, 3163469
5812,229671, 3791797554, 3188093
6016,231861, 3849214192, 3220211
6220,233019, 3879932967, 3237287
6426,234771, 3927514219, 3263713
6630,236997, 3987936754, 3297101
6830,238940, 4041042276, 3326299
7034,240835, 4093617967, 3355073
7248,242397, 4136617220, 3378527
7448,245038, 4209301095, 3417977
7648,247704, 4283208500, 3457859
7848,253100, 4438470299, 3540893
8048,258156, 4581666634, 3616637
8248,263295, 4730087904, 3694297
8448,267266, 4844609615, 3753683
8648,271569, 4971994922, 3819143
8848,276829, 5128476345, 3898879
9049,281960, 5283130098, 3976853
9249,287295, 5445399178, 4057853
9449,292536, 5608093522, 4138261
9649,297575, 5763567995, 4214377
9849,302740, 5927382176, 4293833
10049,307540, 6081143758, 4367761
10249,312642, 6242941970, 4444877
10453,317514, 6400621124, 4519391
10653,322168, 6553166969, 4590899
10853,326527, 6697641022, 4658107
11053,330985, 6844652298, 4726013
11253,335494, 6997116609, 4795913
11453,340264, 7157386853, 4868861
11653,344979, 7317185985, 4941047
11853,349724, 7479620545, 5013871
12053,353979, 7627153746, 5079589
12253,357919, 7764510181, 5140367
12453,362302, 7918968228, 5208293
12653,365899, 8045694450, 5263697
12853,370637, 8214477618, 5337061
13053,375205, 8378817174, 5407943
13253,379840, 8546640179, 5479951
13453,384440, 8715384784, 5551831
13653,388993, 8883135249, 5622829
13853,393435, 9047760644, 5692067
14054,397745, 9207522732, 5758867
14254,402151, 9374425370, 5828237
14454,406452, 9535504210, 5894797
14654,410885, 9702333016, 5963317
14854,415311, 9870732574, 6032129
15054,419107, 10018474664, 6092159
15254,423438, 10185428758, 6159641
15454,427754, 10354571854, 6227633
15654,432050, 10521442051, 6294317
15855,436332, 10689113108, 6361031
16055,440446, 10853737761, 6426163
16255,444689, 11023916060, 6493147
16455,448111, 11160229133, 6546541
16655,452325, 11328840129, 6612313
16855,456366, 11493498470, 6676217
17055,460333, 11653782564, 6738131
17255,464501, 11825034814, 6803947
17455,468547, 11989170026, 6866773
17655,472612, 12157273799, 6930793
17855,476696, 12326246035, 6994859
18055,480596, 12486938474, 7055509
18255,484576, 12653817084, 7118219
18455,488396, 12817199901, 7179343
18655,492388, 12986311249, 7242349
18855,496480, 13160077489, 7306799
19055,500533, 13334096405, 7371037
19255,504601, 13509093721, 7435399
19455,508272, 13668427631, 7493737
19655,511912, 13826758040, 7551461
19855,515518, 13983466320, 7608427
20055,519042, 14137922858, 7664341
20255,522654, 14295705601, 7721249
20455,526060, 14447474547, 7775759
20655,529755, 14612608161, 7834919
20855,533410, 14772557591, 7891979
21058,536916, 14929197581, 7947649
21258,540396, 15086353435, 8003309
21458,543957, 15246806871, 8059949
21658,547846, 15424631298, 8122501
21858,551615, 15595114048, 8182211
22058,555310, 15762754629, 8240753
22258,559120, 15937586879, 8301547
22458,562913, 16111748260, 8361917
22658,566686, 16286307798, 8422201
22858,570506, 16464788703, 8483611
23058,574228, 16636150837, 8542363
23258,577969, 16809768787, 8601683
23458,581695, 16983415789, 8660797
23658,585446, 17159563703, 8720581
23858,589208, 17337234677, 8780663
24058,592833, 17509624187, 8838761
24258,596478, 17683946853, 8897321
24458,600229, 17862117327, 8956951
24658,603828, 18036901589, 9015283
24858,607509, 18215402808, 9074633
25058,611085, 18388828006, 9132169
25258,614773, 18566508708, 9190891
25458,618405, 18741979999, 9248699
25659,621956, 18914773350, 9305449
25859,625492, 19088101878, 9362201
26059,629062, 19264288003, 9419713
26259,632631, 19441886381, 9477491
26459,636017, 19609909849, 9532027
26659,639595, 19785385319, 9588791
26859,643077, 19959953264, 9645107
27059,646544, 20133069797, 9700787
27259,650026, 20307714530, 9756797
27459,653525, 20484289547, 9813263
27659,657061, 20663641208, 9870451
27859,660530, 20841081449, 9926857
28059,663919, 21014623621, 9981889
28259,667433, 21193782522, 10038533
28459,670713, 21360540535, 10091113
28659,674264, 21541839864, 10148123
28862,677702, 21720934888, 10204283
29066,681018, 21892810459, 10258013
29266,684330, 22064180029, 10311487
29466,687714, 22239930436, 10366163
29666,691155, 22417062212, 10421123
29866,694558, 22593774651, 10475779
30066,697910, 22769730075, 10530119
30266,701286, 22946464299, 10584529
30466,703880, 23082985336, 10626449
30666,707274, 23260459562, 10680841
30870,710683, 23440016963, 10735729
31070,714010, 23619089563, 10790341
31270,717401, 23798338755, 10844857
31470,720715, 23975557099, 10898621
31670,724094, 24155390056, 10953043
31870,727443, 24335744340, 11007487
32070,730668, 24509256624, 11059739
32270,734007, 24687265470, 11113213
32470,737150, 24859075579, 11164711
32670,740479, 25039331531, 11218609
32870,743742, 25217980731, 11271899
33070,746928, 25392074155, 11323709
33270,750255, 25575063259, 11378021
33470,753511, 25754197299, 11431099
33670,756807, 25934323491, 11484329
33871,760099, 26115832035, 11537843
34071,763292, 26291377222, 11589467
34271,766531, 26470213886, 11641961
34471,769693, 26645590152, 11693327
34671,772896, 26824039441, 11745469
34871,776108, 27003118205, 11797663
35071,779288, 27182290758, 11849801
35271,782482, 27360927346, 11901653
35471,785696, 27539724671, 11953439
35671,788890, 27721009863, 12005831
35871,792167, 27905814607, 12059123
36071,795232, 28081037256, 12109543
36271,798405, 28260403569, 12161047
36471,801475, 28436397730, 12211477
36671,804670, 28618484540, 12263527
36871,807855, 28798003395, 12314767
37071,811002, 28977614443, 12365911
37271,814175, 29158944450, 12417437
37471,817342, 29342489599, 12469433
37671,820466, 29523340178, 12520657
37871,823643, 29709464514, 12573221
38071,826678, 29883509983, 12622271
38271,829774, 30064755710, 12673249
38471,832999, 30250438621, 12725369
38671,835362, 30386643227, 12763523
38871,838165, 30551357681, 12809609
39071,841291, 30733266924, 12860399
39271,844349, 30914745559, 12910957
39471,847430, 31097371840, 12961757
39671,850480, 31277947573, 13011881
39871,853525, 31460482926, 13062419
40071,856552, 31641395539, 13112471
40271,859578, 31821986234, 13162283
40471,862530, 31996254361, 13210313
40671,865646, 32183254124, 13261723
40871,868717, 32365546047, 13311751
41071,871652, 32541809033, 13360013
41271,874678, 32723281044, 13409647
41471,877768, 32910187323, 13460647
41671,880775, 33093163074, 13510493
41871,883789, 33275961470, 13560193
42071,886787, 33455614551, 13608949
42271,889786, 33637421414, 13658201
42472,892604, 33807439576, 13704167
42672,895559, 33986914048, 13752631
42872,898626, 34174097401, 13803073
43072,901526, 34349135196, 13850159
43272,904505, 34530908435, 13898971
43472,907554, 34717234665, 13948919
43672,910535, 34904249518, 13998937
43872,913484, 35086392162, 14047613
44072,916301, 35260351982, 14094001
44272,919351, 35446817199, 14143639
44472,922170, 35624089101, 14190707
44672,925132, 35808460148, 14239649
44872,928104, 35991169546, 14288051
45072,931010, 36172862714, 14336093
45272,933962, 36354011439, 14383909
45472,936904, 36537680381, 14432291
45672,939919, 36726000784, 14481851
45872,942821, 36910483938, 14530301
46072,945650, 37087701100, 14576767
46272,948567, 37273068692, 14625283
46472,951525, 37460490809, 14674271
46672,954411, 37641774211, 14721569
46872,957328, 37825938433, 14769541
47072,960221, 38009070215, 14817167
47272,963151, 38194732194, 14865359
47472,965970, 38377352870, 14912713
47672,968919, 38565731500, 14961467
47872,971815, 38751845010, 15009557
48072,974628, 38931065006, 15055793
48272,977477, 39114950524, 15103159
48472,980250, 39294541044, 15149347
48672,983096, 39477858338, 15196421
48872,985981, 39663200602, 15243931
49072,988850, 39847526412, 15291127
49272,991685, 40031588834, 15338173
49472,994531, 40217784568, 15385691
49672,997294, 40398817458, 15431821
49872,1000196, 40587900566, 15479929
50073,1002939, 40764554752, 15524807
50273,1005674, 40941053514, 15569581
50473,1008366, 41116130649, 15613931
50673,1011163, 41300082203, 15660461
50873,1013982, 41484711337, 15707093
51073,1016672, 41661424767, 15751661
51273,1019461, 41846684957, 15798311
51473,1022211, 42027897032, 15843887
51673,1025052, 42211148364, 15889903
51873,1027926, 42402167976, 15937793
52073,1030641, 42582579094, 15982969
52273,1033444, 42768568386, 16029469
52473,1036222, 42953625111, 16075669
52673,1039049, 43142914877, 16122857
52873,1041837, 43330198459, 16169477
53073,1044590, 43513387785, 16215013
53273,1047355, 43697471004, 16260707
53473,1050197, 43886602440, 16307579
53673,1052935, 44073765878, 16353913
53873,1055696, 44260295182, 16400017
54073,1058451, 44443560113, 16445251
54273,1061177, 44627337299, 16490549
54473,1063950, 44815163313, 16536781
54673,1066653, 45001258740, 16582523
54873,1069440, 45187031312, 16628111
55073,1072119, 45367948053, 16672471
55273,1074814, 45551884951, 16717483
55473,1077517, 45734637630, 16762159
55674,1080307, 45923888418, 16808381
55874,1082963, 46104378407, 16852379
56074,1085686, 46291350589, 16897913
56274,1088471, 46481282894, 16944097
56474,1091200, 46665458098, 16988819
56674,1094002, 46855276851, 17034851
56874,1096788, 47046559459, 17081167
57074,1099498, 47234223700, 17126567
57274,1102121, 47417754990, 17170897
57474,1104825, 47607960691, 17216779
57674,1107548, 47795172125, 17261879
57874,1110258, 47980415792, 17306447
58074,1112932, 48164006683, 17350559
58274,1115606, 48351226449, 17395489
58474,1118201, 48529018474, 17438101
58674,1120900, 48714944739, 17482607
58874,1123661, 48906323101, 17528359
59074,1126271, 49087248154, 17571539
59274,1128933, 49274849035, 17616293
59474,1131655, 49465561617, 17661713
59674,1134330, 49653491922, 17706413
59874,1136965, 49842037907, 17751203
